Open time,Open,High,Low,Close,Volume
2024-06-08 23:30:00,69344.6,69380.7,69328.8,69379.5,425.71
2024-06-08 23:45:00,69379.6,69379.6,69337.6,69346.5,575.321
2024-06-09 00:00:00,69346.6,69350.9,69326.3,69345.0,455.96
2024-06-09 00:15:00,69345.0,69355.0,69310.0,69310.1,606.333
2024-06-09 00:30:00,69310.1,69377.9,69280.0,69364.9,916.79
2024-06-09 00:45:00,69364.9,69364.9,69308.5,69314.5,307.186
2024-06-09 01:00:00,69314.5,69321.5,69267.7,69293.3,408.275
2024-06-09 01:15:00,69293.4,69334.0,69285.0,69330.1,335.752
2024-06-09 01:30:00,69330.2,69386.5,69320.7,69355.2,508.246
2024-06-09 01:45:00,69355.2,69355.2,69315.0,69315.0,300.663
2024-06-09 02:00:00,69315.1,69342.2,69298.0,69298.0,419.632
2024-06-09 02:15:00,69298.0,69302.2,69250.6,69265.5,608.331
2024-06-09 02:30:00,69265.5,69265.5,69200.0,69220.1,1134.765
2024-06-09 02:45:00,69220.1,69298.8,69200.0,69208.8,873.572
2024-06-09 03:00:00,69208.9,69249.9,69208.8,69224.4,495.724
2024-06-09 03:15:00,69224.5,69259.3,69160.0,69243.3,946.755
2024-06-09 03:30:00,69243.4,69290.0,69220.2,69284.9,568.694
2024-06-09 03:45:00,69285.0,69334.5,69284.9,69300.9,432.571
2024-06-09 04:00:00,69300.9,69300.9,69273.1,69299.7,296.399
2024-06-09 04:15:00,69299.8,69350.0,69296.1,69339.0,406.754
2024-06-09 04:30:00,69339.0,69339.0,69307.2,69329.1,238.29
2024-06-09 04:45:00,69329.2,69340.0,69304.5,69339.9,355.512
2024-06-09 05:00:00,69340.0,69340.0,69263.0,69280.4,305.22
2024-06-09 05:15:00,69280.5,69348.1,69279.4,69333.0,295.26
2024-06-09 05:30:00,69333.1,69383.7,69328.2,69373.9,485.171
2024-06-09 05:45:00,69373.8,69412.5,69325.1,69325.1,618.228
2024-06-09 06:00:00,69325.0,69389.5,69319.0,69381.9,335.573
2024-06-09 06:15:00,69382.0,69400.4,69361.2,69394.5,314.34
2024-06-09 06:30:00,69394.5,69394.5,69350.0,69371.8,258.736
2024-06-09 06:45:00,69371.9,69434.9,69362.4,69418.6,612.584
2024-06-09 07:00:00,69418.7,69461.9,69387.1,69393.3,621.032
2024-06-09 07:15:00,69393.2,69424.7,69387.1,69398.0,267.976
2024-06-09 07:30:00,69397.9,69425.5,69379.0,69388.5,230.411
2024-06-09 07:45:00,69388.5,69401.0,69310.2,69331.9,690.969
2024-06-09 08:00:00,69331.9,69384.8,69314.8,69374.1,361.407
2024-06-09 08:15:00,69374.1,69374.1,69338.3,69343.4,189.15
2024-06-09 08:30:00,69343.4,69367.8,69343.3,69357.3,334.385
2024-06-09 08:45:00,69357.3,69393.5,69357.2,69385.0,239.865
2024-06-09 09:00:00,69385.0,69390.3,69367.7,69381.5,251.488
2024-06-09 09:15:00,69381.5,69400.4,69377.2,69383.1,327.891
2024-06-09 09:30:00,69383.0,69403.9,69368.0,69394.3,395.307
2024-06-09 09:45:00,69394.3,69443.5,69387.4,69402.1,463.332
2024-06-09 10:00:00,69402.1,69415.5,69377.0,69387.3,293.27
2024-06-09 10:15:00,69387.2,69391.4,69361.1,69380.2,201.851
2024-06-09 10:30:00,69380.2,69380.2,69360.2,69375.6,338.635
2024-06-09 10:45:00,69375.6,69395.7,69367.1,69381.8,409.026
2024-06-09 11:00:00,69381.9,69406.9,69352.9,69358.6,391.959
2024-06-09 11:15:00,69358.5,69388.0,69358.5,69387.8,152.805
2024-06-09 11:30:00,69387.7,69432.0,69370.2,69428.0,472.876
2024-06-09 11:45:00,69428.0,69430.7,69395.7,69400.6,237.108
2024-06-09 12:00:00,69400.6,69417.6,69387.5,69401.0,257.257
2024-06-09 12:15:00,69401.1,69424.1,69388.8,69388.8,275.265
2024-06-09 12:30:00,69388.8,69563.5,69385.0,69563.5,2033.856
2024-06-09 12:45:00,69563.5,69797.0,69560.0,69734.7,5043.147
2024-06-09 13:00:00,69734.8,69821.1,69638.4,69676.5,3002.243
2024-06-09 13:15:00,69676.6,69676.6,69412.6,69520.3,3454.699
2024-06-09 13:30:00,69520.3,69520.3,69287.5,69420.0,3317.609
2024-06-09 13:45:00,69420.0,69500.0,69399.9,69482.2,1747.499
2024-06-09 14:00:00,69482.2,69570.9,69456.7,69496.1,1255.049
2024-06-09 14:15:00,69496.0,69559.3,69324.9,69345.7,1893.226
2024-06-09 14:30:00,69345.8,69480.0,69284.8,69480.0,1341.28
2024-06-09 14:45:00,69479.9,69514.8,69447.7,69513.0,693.567
2024-06-09 15:00:00,69513.0,69600.0,69475.0,69554.9,1168.497
2024-06-09 15:15:00,69555.0,69608.3,69452.6,69498.2,1103.361
2024-06-09 15:30:00,69498.1,69597.4,69498.1,69545.0,715.577
2024-06-09 15:45:00,69545.0,69591.6,69518.2,69530.1,550.055
2024-06-09 16:00:00,69530.1,69600.0,69517.0,69592.8,471.97
2024-06-09 16:15:00,69592.9,69648.9,69565.4,69588.1,824.844
2024-06-09 16:30:00,69588.0,69661.9,69588.0,69606.2,641.215
2024-06-09 16:45:00,69606.2,69645.6,69567.0,69642.2,412.446
2024-06-09 17:00:00,69642.2,69739.2,69615.8,69715.0,981.085
2024-06-09 17:15:00,69715.1,69715.1,69600.0,69609.4,646.032
2024-06-09 17:30:00,69609.5,69650.0,69587.0,69622.8,409.649
2024-06-09 17:45:00,69622.9,69695.7,69622.8,69684.8,377.355
2024-06-09 18:00:00,69684.7,69805.5,69625.6,69787.1,1271.731
2024-06-09 18:15:00,69787.1,69879.0,69747.0,69806.7,1999.499
2024-06-09 18:30:00,69806.6,69842.8,69719.2,69719.6,733.409
2024-06-09 18:45:00,69719.5,69775.0,69704.0,69767.0,495.074
2024-06-09 19:00:00,69767.0,69863.2,69742.0,69832.6,641.657
2024-06-09 19:15:00,69832.6,69879.0,69796.8,69868.9,854.738
2024-06-09 19:30:00,69868.9,69877.5,69700.0,69726.8,967.869
2024-06-09 19:45:00,69726.9,69775.5,69677.0,69742.6,904.024
2024-06-09 20:00:00,69742.5,69765.1,69670.6,69704.0,565.514
2024-06-09 20:15:00,69703.9,69717.0,69654.0,69698.6,303.523
2024-06-09 20:30:00,69698.6,69698.7,69606.4,69653.0,545.549
2024-06-09 20:45:00,69653.0,69737.0,69621.7,69706.8,473.677
2024-06-09 21:00:00,69706.7,69760.0,69692.4,69736.9,426.577
2024-06-09 21:15:00,69737.0,69761.2,69720.9,69746.3,210.723
2024-06-09 21:30:00,69746.3,69767.0,69624.1,69712.8,525.101
2024-06-09 21:45:00,69712.9,69862.0,69704.4,69774.1,832.389
2024-06-09 22:00:00,69774.2,69816.4,69711.0,69722.6,720.618
2024-06-09 22:15:00,69722.6,69767.0,69657.6,69657.7,356.122
2024-06-09 22:30:00,69657.6,69707.2,69657.6,69676.4,267.141
2024-06-09 22:45:00,69676.3,69692.5,69641.9,69666.0,240.616
2024-06-09 23:00:00,69665.9,69678.5,69623.4,69626.1,420.061
2024-06-09 23:15:00,69626.1,69698.7,69610.1,69680.4,468.132
2024-06-09 23:30:00,69680.4,69718.4,69666.0,69667.3,288.928
2024-06-09 23:45:00,69667.3,69682.2,69651.9,69667.1,182.586
2024-06-10 00:00:00,69667.1,69684.9,69555.4,69558.1,1031.859
2024-06-10 00:15:00,69558.2,69577.1,69510.0,69524.9,871.785
2024-06-10 00:30:00,69524.8,69555.8,69510.8,69521.1,392.824
2024-06-10 00:45:00,69521.1,69600.3,69450.1,69600.1,1202.979
2024-06-10 01:00:00,69600.0,69640.0,69544.1,69598.8,939.086
2024-06-10 01:15:00,69598.8,69640.0,69561.9,69605.9,420.318
2024-06-10 01:30:00,69605.9,69698.5,69587.6,69698.4,659.169
2024-06-10 01:45:00,69698.5,69710.5,69645.0,69645.1,406.803
2024-06-10 02:00:00,69645.0,69716.0,69622.9,69716.0,487.881
2024-06-10 02:15:00,69715.9,69820.6,69715.9,69790.9,1035.93
2024-06-10 02:30:00,69790.9,69833.0,69768.0,69795.8,920.203
2024-06-10 02:45:00,69795.8,69801.9,69731.0,69745.7,806.522
2024-06-10 03:00:00,69745.6,69747.5,69700.4,69745.6,457.856
2024-06-10 03:15:00,69745.7,69797.4,69722.6,69768.4,406.917
2024-06-10 03:30:00,69768.4,69779.9,69715.1,69719.7,325.495
2024-06-10 03:45:00,69719.7,69719.8,69587.6,69637.3,917.299
2024-06-10 04:00:00,69637.4,69664.2,69587.0,69595.3,943.003
2024-06-10 04:15:00,69595.3,69658.6,69550.0,69658.1,806.984
2024-06-10 04:30:00,69658.1,69712.1,69658.0,69683.2,553.467
2024-06-10 04:45:00,69683.1,69709.7,69664.0,69702.7,294.983
2024-06-10 05:00:00,69702.7,69702.7,69643.2,69652.3,305.794
2024-06-10 05:15:00,69652.4,69653.8,69570.6,69570.6,408.384
2024-06-10 05:30:00,69570.7,69625.5,69570.6,69607.4,396.849
2024-06-10 05:45:00,69607.5,69607.5,69544.7,69595.1,931.423
2024-06-10 06:00:00,69595.2,69595.2,69510.8,69593.5,1151.559
2024-06-10 06:15:00,69593.5,69639.0,69545.2,69585.7,695.792
2024-06-10 06:30:00,69585.8,69606.0,69480.0,69522.1,1524.413
2024-06-10 06:45:00,69522.2,69522.2,69300.0,69459.1,2810.004
2024-06-10 07:00:00,69459.1,69476.9,69363.9,69439.9,1370.649
2024-06-10 07:15:00,69440.0,69532.2,69434.2,69489.1,1289.304
2024-06-10 07:30:00,69489.1,69499.0,69346.5,69403.4,1218.269
2024-06-10 07:45:00,69403.3,69403.3,69265.0,69325.3,1914.04
2024-06-10 08:00:00,69325.3,69477.0,69310.7,69449.1,1673.224
2024-06-10 08:15:00,69449.1,69520.0,69444.1,69495.5,1092.663
2024-06-10 08:30:00,69495.4,69530.0,69487.4,69512.7,888.237
2024-06-10 08:45:00,69512.7,69516.3,69422.5,69422.5,994.761
2024-06-10 09:00:00,69422.6,69471.4,69366.8,69445.5,1038.986
2024-06-10 09:15:00,69445.5,69456.9,69302.0,69324.7,1127.468
2024-06-10 09:30:00,69324.6,69416.1,69201.2,69407.3,2941.191
2024-06-10 09:45:00,69407.2,69508.6,69407.2,69471.6,1943.939
2024-06-10 10:00:00,69471.6,69505.8,69401.7,69450.6,710.847
2024-06-10 10:15:00,69450.6,69500.0,69391.5,69391.5,944.485
2024-06-10 10:30:00,69391.5,69444.2,69382.1,69407.9,497.458
2024-06-10 10:45:00,69407.9,69477.1,69407.8,69472.2,403.794
2024-06-10 11:00:00,69472.2,69476.9,69392.9,69412.9,471.098
2024-06-10 11:15:00,69412.9,69449.0,69404.9,69408.5,328.664
2024-06-10 11:30:00,69408.5,69592.6,69366.6,69558.0,1372.852
2024-06-10 11:45:00,69557.9,69589.9,69471.4,69506.7,789.859
2024-06-10 12:00:00,69506.6,69523.7,69375.0,69400.1,923.874
2024-06-10 12:15:00,69400.0,69555.1,69389.4,69551.1,912.443
2024-06-10 12:30:00,69551.1,69551.1,69416.1,69430.4,609.353
2024-06-10 12:45:00,69430.4,69507.0,69351.4,69401.9,1039.888
2024-06-10 13:00:00,69401.9,69442.4,69314.0,69325.9,1960.042
2024-06-10 13:15:00,69325.9,69384.6,69300.0,69364.0,1272.401
2024-06-10 13:30:00,69363.9,69548.7,69255.1,69508.7,3449.488
2024-06-10 13:45:00,69508.7,69531.8,69316.7,69444.0,1644.457
2024-06-10 14:00:00,69443.9,69502.7,69323.0,69369.6,1573.204
2024-06-10 14:15:00,69369.6,69487.0,69350.0,69486.9,611.835
2024-06-10 14:30:00,69486.9,69695.0,69435.0,69618.5,3357.538
2024-06-10 14:45:00,69618.5,69700.0,69555.2,69699.9,1820.549
2024-06-10 15:00:00,69700.0,69817.0,69633.1,69759.8,2862.923
2024-06-10 15:15:00,69759.7,70034.4,69759.7,69906.5,6899.552
2024-06-10 15:30:00,69906.5,70082.6,69850.1,70035.9,4033.329
2024-06-10 15:45:00,70036.0,70222.7,70012.8,70090.9,5931.121
2024-06-10 16:00:00,70090.9,70134.0,69860.2,69900.0,3821.55
2024-06-10 16:15:00,69899.9,70028.7,69731.0,69828.3,2813.919
2024-06-10 16:30:00,69828.2,70041.6,69750.0,70005.4,1841.397
2024-06-10 16:45:00,70005.5,70060.0,69970.3,69998.9,1449.801
2024-06-10 17:00:00,69998.9,70003.9,69781.3,69905.8,1372.426
2024-06-10 17:15:00,69905.9,69976.6,69819.5,69889.0,711.317
2024-06-10 17:30:00,69889.1,69948.1,69850.0,69893.2,605.009
2024-06-10 17:45:00,69893.1,70101.8,69885.5,70071.1,1317.293
2024-06-10 18:00:00,70071.0,70166.1,69896.5,70107.9,2267.31
2024-06-10 18:15:00,70107.9,70149.8,69889.0,69895.9,1498.568
2024-06-10 18:30:00,69895.9,69952.3,69754.8,69929.3,1692.181
2024-06-10 18:45:00,69929.3,69971.4,69882.8,69883.6,613.225
2024-06-10 19:00:00,69883.7,69883.7,69512.0,69696.3,3680.469
2024-06-10 19:15:00,69696.3,69789.0,69612.9,69779.2,1205.594
2024-06-10 19:30:00,69779.2,69782.8,69692.6,69728.9,582.896
2024-06-10 19:45:00,69728.9,69729.0,69420.0,69524.2,3359.983
2024-06-10 20:00:00,69524.3,69560.9,69360.4,69400.7,2748.966
2024-06-10 20:15:00,69400.8,69625.0,69365.9,69624.9,1795.907
2024-06-10 20:30:00,69625.0,69704.4,69619.0,69620.2,1696.078
2024-06-10 20:45:00,69620.2,69734.5,69606.7,69650.7,917.876
2024-06-10 21:00:00,69650.6,69729.2,69640.1,69714.6,493.549
2024-06-10 21:15:00,69714.7,69714.7,69557.5,69596.2,449.315
2024-06-10 21:30:00,69596.1,69638.7,69576.1,69638.7,494.969
2024-06-10 21:45:00,69638.7,69643.9,69606.9,69616.2,381.644
2024-06-10 22:00:00,69616.3,69635.1,69500.0,69582.3,664.244
2024-06-10 22:15:00,69582.2,69594.8,69523.6,69587.4,272.421
2024-06-10 22:30:00,69587.3,69587.4,69451.4,69479.7,619.55
2024-06-10 22:45:00,69479.8,69542.7,69464.8,69536.2,928.332
2024-06-10 23:00:00,69536.3,69598.6,69480.0,69480.0,624.374
2024-06-10 23:15:00,69480.0,69585.9,69418.1,69520.2,1109.5
2024-06-10 23:30:00,69520.3,69568.8,69447.1,69568.8,680.117
2024-06-10 23:45:00,69568.8,69594.4,69511.5,69558.7,652.458
2024-06-11 00:00:00,69558.8,69600.0,69519.5,69561.7,956.597
2024-06-11 00:15:00,69561.6,69597.7,69520.0,69520.1,343.137
2024-06-11 00:30:00,69520.0,69576.8,69454.1,69472.9,1018.383
2024-06-11 00:45:00,69472.9,69500.0,69450.0,69454.6,983.864
2024-06-11 01:00:00,69454.6,69546.5,69408.8,69535.4,761.503
2024-06-11 01:15:00,69535.4,69566.5,69421.8,69478.2,463.797
2024-06-11 01:30:00,69478.2,69520.4,69408.5,69408.5,683.275
2024-06-11 01:45:00,69408.4,69471.7,68479.4,68741.4,15228.563
2024-06-11 02:00:00,68741.4,68996.9,68547.1,68570.0,7316.119
2024-06-11 02:15:00,68570.0,68570.1,67881.9,68176.5,17254.01
2024-06-11 02:30:00,68176.3,68176.3,67980.1,68103.1,5347.725
2024-06-11 02:45:00,68103.0,68359.5,68074.3,68285.8,3383.474
2024-06-11 03:00:00,68285.9,68420.0,68212.1,68362.2,1964.136
2024-06-11 03:15:00,68362.1,68515.4,68189.0,68486.0,4018.857
2024-06-11 03:30:00,68486.6,68486.7,68337.8,68357.7,1799.058
2024-06-11 03:45:00,68357.7,68488.0,68330.6,68472.3,1449.643
2024-06-11 04:00:00,68472.2,68472.2,67903.2,68061.1,6157.038
2024-06-11 04:15:00,68061.2,68208.6,67606.2,67950.1,8868.37
2024-06-11 04:30:00,67950.0,68112.9,67650.6,68101.8,4356.201
2024-06-11 04:45:00,68101.8,68128.7,68018.5,68040.0,2271.466
2024-06-11 05:00:00,68040.1,68080.3,67912.5,67925.5,2237.284
2024-06-11 05:15:00,67925.5,68025.8,67853.7,67890.0,1619.465
2024-06-11 05:30:00,67889.9,67922.5,67736.0,67820.5,2471.413
2024-06-11 05:45:00,67820.4,67936.3,67670.1,67930.4,2766.359
2024-06-11 06:00:00,67930.3,68007.4,67892.4,67943.3,1632.861
2024-06-11 06:15:00,67943.3,67949.0,67555.3,67728.5,4676.966
2024-06-11 06:30:00,67728.5,67773.0,67606.6,67718.6,1808.165
2024-06-11 06:45:00,67718.6,67781.0,67300.0,67720.0,6140.788
2024-06-11 07:00:00,67719.9,67850.0,67574.6,67811.2,2794.797
2024-06-11 07:15:00,67811.2,67872.0,67759.3,67871.9,1312.77
2024-06-11 07:30:00,67872.0,67872.0,67560.0,67708.2,3172.606
2024-06-11 07:45:00,67708.3,67750.1,67531.8,67582.0,2110.877
2024-06-11 08:00:00,67582.1,67666.0,67357.8,67378.8,4133.343
2024-06-11 08:15:00,67378.8,67517.3,67300.0,67468.4,3470.983
2024-06-11 08:30:00,67468.4,67648.3,67458.6,67633.7,1664.838
2024-06-11 08:45:00,67633.7,67633.8,67532.8,67537.4,1121.285
2024-06-11 09:00:00,67537.3,67690.8,67527.6,67563.1,1263.477
2024-06-11 09:15:00,67562.6,67568.2,67350.5,67406.8,2583.467
2024-06-11 09:30:00,67406.7,67458.6,67164.4,67231.4,8794.136
2024-06-11 09:45:00,67231.3,67280.2,66888.0,67104.9,9560.868
2024-06-11 10:00:00,67104.9,67217.7,66689.5,67174.3,9944.116
2024-06-11 10:15:00,67174.4,67308.3,67141.6,67285.3,2596.607
2024-06-11 10:30:00,67285.4,67285.4,67111.2,67118.5,1686.934
2024-06-11 10:45:00,67118.4,67235.9,66870.1,66981.7,2851.953
2024-06-11 11:00:00,66981.8,67148.9,66778.5,67134.1,4451.917
2024-06-11 11:15:00,67134.0,67134.1,66932.8,66950.0,1847.412
2024-06-11 11:30:00,66950.0,67051.7,66818.4,67024.9,2761.019
2024-06-11 11:45:00,67024.9,67064.0,66858.2,66919.6,1517.923
2024-06-11 12:00:00,66919.6,67199.0,66821.5,67192.7,3703.826
2024-06-11 12:15:00,67192.6,67192.7,66793.0,66826.1,2489.708
2024-06-11 12:30:00,66826.1,67088.4,66821.9,67088.4,2238.655
2024-06-11 12:45:00,67088.4,67188.0,67000.0,67043.3,1898.952
2024-06-11 13:00:00,67043.2,67240.0,66868.0,67216.1,3018.175
2024-06-11 13:15:00,67216.2,67288.0,67159.0,67260.7,2502.207
2024-06-11 13:30:00,67260.7,67260.7,66907.0,66990.7,3275.365
2024-06-11 13:45:00,66990.7,67074.9,66523.3,66832.9,10063.51
2024-06-11 14:00:00,66833.0,67046.9,66795.5,67046.8,3823.404
2024-06-11 14:15:00,67046.8,67046.9,66861.6,66931.2,1714.149
2024-06-11 14:30:00,66931.2,67114.5,66847.3,67078.0,1896.551
2024-06-11 14:45:00,67078.0,67117.0,66857.1,66859.3,1668.422
2024-06-11 15:00:00,66859.2,67083.8,66629.1,67062.1,4155.538
2024-06-11 15:15:00,67062.1,67089.9,66777.0,66873.2,2179.019
2024-06-11 15:30:00,66873.1,66897.5,66000.0,66113.2,14674.745
2024-06-11 15:45:00,66113.2,66484.1,66092.0,66266.0,10464.245
2024-06-11 16:00:00,66266.0,66700.0,66177.9,66650.8,6235.905
2024-06-11 16:15:00,66650.7,66714.9,66455.5,66622.6,2715.871
2024-06-11 16:30:00,66622.6,66759.6,66510.4,66671.0,2183.218
2024-06-11 16:45:00,66671.0,66727.2,66341.5,66506.7,3050.95
2024-06-11 17:00:00,66506.7,66660.0,66437.8,66589.3,1825.365
2024-06-11 17:15:00,66589.4,66624.0,66184.0,66314.0,3142.278
2024-06-11 17:30:00,66313.9,66569.0,66282.9,66536.0,1839.116
2024-06-11 17:45:00,66536.1,66823.9,66499.2,66785.2,3219.539
2024-06-11 18:00:00,66785.2,66850.0,66670.0,66829.7,1827.616
2024-06-11 18:15:00,66829.6,67074.8,66804.6,67004.8,4214.169
2024-06-11 18:30:00,67004.9,67240.0,66933.4,67199.0,3751.902
2024-06-11 18:45:00,67199.1,67214.5,67053.1,67130.3,2254.723
2024-06-11 19:00:00,67130.2,67276.5,67115.8,67268.0,2207.469
2024-06-11 19:15:00,67268.1,67280.0,67066.0,67176.2,1449.527
2024-06-11 19:30:00,67176.2,67300.0,67161.5,67300.0,1537.846
2024-06-11 19:45:00,67299.9,67591.3,67288.2,67420.6,5788.812
2024-06-11 20:00:00,67420.5,67514.5,67304.4,67453.6,2347.659
2024-06-11 20:15:00,67453.6,67470.2,67267.0,67340.4,893.995
2024-06-11 20:30:00,67340.3,67340.3,67219.9,67233.1,1074.09
2024-06-11 20:45:00,67233.1,67300.0,67180.4,67300.0,1069.783
2024-06-11 21:00:00,67299.9,67340.9,67256.0,67256.0,642.36
2024-06-11 21:15:00,67256.0,67331.3,67256.0,67307.7,342.992
2024-06-11 21:30:00,67307.7,67338.0,67206.3,67337.8,524.658
2024-06-11 21:45:00,67337.7,67411.6,67321.7,67411.6,484.869
2024-06-11 22:00:00,67411.6,67535.5,67409.0,67535.4,857.697
2024-06-11 22:15:00,67535.5,67585.6,67367.0,67389.7,1239.057
2024-06-11 22:30:00,67389.7,67389.8,67313.0,67325.4,784.492
2024-06-11 22:45:00,67325.3,67386.7,67325.3,67368.1,515.613
2024-06-11 23:00:00,67368.1,67605.0,67368.0,67493.0,3702.019
2024-06-11 23:15:00,67493.0,67505.0,67353.4,67363.1,1316.59
2024-06-11 23:30:00,67363.1,67396.7,67328.5,67336.6,602.266
2024-06-11 23:45:00,67336.6,67385.0,67302.8,67320.7,956.18
2024-06-12 00:00:00,67320.6,67424.6,67284.0,67424.5,839.259
2024-06-12 00:15:00,67424.6,67448.0,67233.3,67239.0,1457.285
2024-06-12 00:30:00,67239.0,67297.4,67201.1,67283.4,907.66
2024-06-12 00:45:00,67283.4,67320.4,67200.0,67218.6,931.753
2024-06-12 01:00:00,67218.6,67261.7,67153.7,67164.8,971.731
2024-06-12 01:15:00,67164.8,67194.0,66920.6,67000.0,3233.909
2024-06-12 01:30:00,66999.9,67141.8,66920.0,66973.2,1413.646
2024-06-12 01:45:00,66973.1,67213.0,66929.4,67187.8,1191.154
2024-06-12 02:00:00,67187.8,67498.0,67138.8,67396.6,2132.605
2024-06-12 02:15:00,67396.6,67624.2,67396.6,67540.5,2302.161
2024-06-12 02:30:00,67540.4,67579.0,67356.1,67383.7,2477.259
2024-06-12 02:45:00,67383.7,67453.0,67338.6,67412.0,1008.966
2024-06-12 03:00:00,67412.1,67505.6,67383.8,67383.9,845.069
2024-06-12 03:15:00,67383.9,67460.0,67356.0,67364.6,468.871
2024-06-12 03:30:00,67364.5,67422.9,67325.4,67422.9,536.334
2024-06-12 03:45:00,67422.9,67468.4,67359.0,67413.0,747.619
2024-06-12 04:00:00,67413.0,67573.3,67386.1,67532.4,2574.467
2024-06-12 04:15:00,67532.3,67597.3,67484.8,67541.0,1461.702
2024-06-12 04:30:00,67541.0,67621.0,67525.3,67614.8,1040.846
2024-06-12 04:45:00,67614.8,67614.8,67462.4,67490.0,911.15
2024-06-12 05:00:00,67490.0,67511.8,67359.3,67409.8,1349.846
2024-06-12 05:15:00,67409.8,67499.4,67369.6,67369.6,930.454
2024-06-12 05:30:00,67369.7,67426.4,67285.1,67305.1,841.347
2024-06-12 05:45:00,67305.2,67319.9,67200.0,67257.6,1219.829
2024-06-12 06:00:00,67257.7,67364.0,67257.6,67346.4,690.961
2024-06-12 06:15:00,67346.5,67396.0,67307.4,67349.9,552.327
2024-06-12 06:30:00,67349.9,67396.0,67274.2,67363.8,995.045
2024-06-12 06:45:00,67363.7,67369.4,67268.0,67278.6,496.158
2024-06-12 07:00:00,67278.6,67344.3,67242.2,67332.9,663.251
2024-06-12 07:15:00,67332.8,67442.2,67308.2,67390.6,933.548
2024-06-12 07:30:00,67390.6,67416.4,67340.0,67394.9,451.441
2024-06-12 07:45:00,67394.9,67492.9,67358.5,67449.4,752.446
2024-06-12 08:00:00,67449.5,67544.0,67436.0,67542.0,914.703
2024-06-12 08:15:00,67542.0,67542.0,67389.1,67394.2,794.953
2024-06-12 08:30:00,67394.2,67464.0,67372.4,67444.6,713.688
2024-06-12 08:45:00,67444.7,67462.5,67379.1,67399.5,368.046
2024-06-12 09:00:00,67399.5,67503.3,67346.6,67500.0,1501.056
2024-06-12 09:15:00,67500.0,67500.1,67430.2,67444.8,575.788
2024-06-12 09:30:00,67444.9,67536.0,67404.3,67532.5,653.054
2024-06-12 09:45:00,67532.5,67829.5,67505.9,67760.1,5193.948
2024-06-12 10:00:00,67760.2,68031.6,67760.2,67923.6,6915.118
2024-06-12 10:15:00,67923.5,67957.4,67802.0,67853.2,1680.551
2024-06-12 10:30:00,67853.3,67935.6,67791.5,67883.2,1098.585
2024-06-12 10:45:00,67883.1,68065.3,67842.7,67997.9,2213.957
2024-06-12 11:00:00,67997.9,68018.2,67863.5,67893.7,1187.698
2024-06-12 11:15:00,67893.8,67941.1,67810.6,67827.0,1003.382
2024-06-12 11:30:00,67827.0,67876.0,67718.1,67749.8,1474.187
2024-06-12 11:45:00,67749.8,67810.1,67722.1,67789.9,1264.67
2024-06-12 12:00:00,67790.0,67845.6,67740.9,67778.9,1437.767
2024-06-12 12:15:00,67778.9,68031.2,67778.8,68031.2,2646.248
2024-06-12 12:30:00,68031.2,69488.0,68031.1,69417.9,39656.422
2024-06-12 12:45:00,69418.0,69485.0,69034.1,69340.1,9227.048
