entry_date,entry_price,exit_date,exit_price,PnL,Balance,Cum_PnL
2024-06-16 20:00:00,66510.9,2024-06-16 22:00:00,66708.0,-314.11,106562.83,6562.830000000001
2024-06-17 00:30:00,66804.6,2024-06-17 01:00:00,66590.5,-214.1,106348.73,6348.7300000000005
2024-06-17 01:15:00,66393.8,2024-06-17 16:45:00,65866.0,527.8,106876.53,6876.530000000001
2024-06-17 17:00:00,66029.7,2024-06-17 19:45:00,66661.4,631.7,107508.23,7508.2300000000005
2024-06-17 20:00:00,66203.7,2024-06-18 03:45:00,65474.9,728.8,108237.03,8237.03
2024-06-18 04:00:00,65560.2,2024-06-18 10:45:00,65404.2,-156.0,108081.03,8081.030000000001
2024-06-18 11:00:00,65276.3,2024-06-18 14:15:00,65062.8,213.5,108294.53,8294.53
2024-06-18 14:30:00,65174.3,2024-06-18 18:45:00,64659.6,-514.7,107779.83,7779.830000000001
2024-06-18 19:00:00,64438.0,2024-06-18 20:45:00,64908.2,-470.2,107309.63,7309.630000000001
2024-06-18 21:00:00,65009.0,2024-06-19 08:00:00,65182.2,173.2,107482.83,7482.830000000001
2024-06-19 08:15:00,65154.0,2024-06-19 21:15:00,65020.2,133.8,107616.63,7616.630000000001
2024-06-19 21:30:00,65041.0,2024-06-20 12:45:00,65959.9,918.9,108535.53,8535.53
2024-06-20 13:00:00,65749.3,2024-06-20 20:45:00,65078.9,670.4,109205.93,9205.93
2024-06-20 21:00:00,65075.4,2024-06-20 23:45:00,64854.0,-221.4,108984.53,8984.53
2024-06-21 00:00:00,64698.0,2024-06-21 07:00:00,64656.8,41.2,109025.73,9025.730000000001
2024-06-21 07:15:00,64715.8,2024-06-21 07:30:00,64525.1,-190.7,108835.03,8835.03
2024-06-21 07:45:00,64179.4,2024-06-21 14:30:00,64074.8,104.6,108939.63,8939.630000000001
2024-06-21 14:45:00,64192.6,2024-06-21 15:15:00,63900.3,-292.3,108647.33,8647.330000000002
2024-06-21 15:30:00,63475.6,2024-06-21 19:15:00,64010.8,-535.2,108112.13,8112.130000000002
2024-06-21 19:30:00,64133.4,2024-06-22 00:15:00,64035.8,-97.6,108014.53,8014.530000000002
2024-06-22 00:30:00,63955.8,2024-06-22 02:45:00,64274.3,-318.5,107696.03,7696.030000000002
2024-06-22 03:00:00,64295.0,2024-06-22 10:45:00,64290.0,-5.0,107691.03,7691.030000000002
2024-06-22 11:00:00,64271.1,2024-06-22 23:45:00,64240.0,31.1,107722.13,7722.130000000002
2024-06-23 00:00:00,64329.9,2024-06-23 05:00:00,64367.5,37.6,107759.73,7759.730000000002
2024-06-23 05:15:00,64334.6,2024-06-23 12:30:00,64332.6,2.0,107761.73,7761.730000000002
2024-06-23 12:45:00,64350.0,2024-06-23 13:00:00,64323.8,-26.2,107735.53,7735.5300000000025
2024-06-23 13:15:00,64261.2,2024-06-23 18:45:00,64090.4,170.8,107906.33,7906.330000000003
2024-06-23 19:00:00,64129.9,2024-06-23 20:15:00,63994.0,-135.9,107770.43000000001,7770.430000000003
2024-06-23 20:30:00,63769.5,2024-06-24 08:15:00,62705.9,1063.6,108834.03,8834.030000000002
2024-06-24 08:30:00,62826.5,2024-06-24 09:00:00,62472.3,-354.2,108479.83,8479.830000000002
2024-06-24 09:15:00,62129.7,2024-06-24 13:30:00,61298.5,831.2,109311.03,9311.030000000002
2024-06-24 13:45:00,61542.0,2024-06-24 15:45:00,60823.2,-878.37,108432.66,8432.660000000002
2024-06-24 16:30:00,60521.8,2024-06-24 20:45:00,59491.9,1029.9,109462.56,9462.560000000001
2024-06-24 21:00:00,59606.4,2024-06-25 07:00:00,60955.1,1348.7,110811.26000000001,10811.260000000002
